Name,COORDS
000000007627.jpg,[147  -2 257 324]
000000007642.jpg,[0 0 0 0]
000000007650.jpg,[171 264 197 444]
000000007653.jpg,[0 0 0 0]
000000007673.jpg,[0 0 0 0]
000000007682.jpg,[ -46  151  657 1821]
000000007685.jpg,[0 0 0 0]
000000007689.jpg,[ 107  204  519 1439]
000000007710.jpg,[0 0 0 0]
000000007727.jpg,[205 121 271 215]
000000007733.jpg,[  98  130  408 1080]
000000007735.jpg,[0 0 0 0]
000000007757.jpg,[113  77 345 436]
000000007758.jpg,[0 0 0 0]
000000007782.jpg,[386 269 502 577]
000000007789.jpg,[0 0 0 0]
000000007794.jpg,[0 0 0 0]
000000007809.jpg,[151 150 369 746]
000000007819.jpg,[0 0 0 0]
000000007830.jpg,[0 0 0 0]
000000007838.jpg,[0 0 0 0]
000000007853.jpg,[222  41 284 309]
000000009133.jpg,[255 219 315 354]
000000009171.jpg,[219 164 290 490]
000000009175.jpg,[412 102 541 486]
000000009190.jpg,[ 63  72 161 254]
000000009202.jpg,[0 0 0 0]
000000009203.jpg,[0 0 0 0]
000000009218.jpg,[0 0 0 0]
000000009226.jpg,[ 48 316 137 440]
000000009253.jpg,[296 176 396 383]
000000009270.jpg,[ 52  94 451 667]
000000009274.jpg,[0 0 0 0]
000000009275.jpg,[0 0 0 0]
000000009286.jpg,[0 0 0 0]
000000009296.jpg,[0 0 0 0]
000000009317.jpg,[ 37 116  94 585]
000000009322.jpg,[0 0 0 0]
000000009353.jpg,[0 0 0 0]
000000009372.jpg,[119 229 221 551]
000000009379.jpg,[0 0 0 0]
000000011300.jpg,[241 235 339 393]
000000011304.jpg,[116 -39 252 417]
000000011316.jpg,[173 131 347 474]
000000011320.jpg,[0 0 0 0]
000000011326.jpg,[0 0 0 0]
000000011328.jpg,[ 94 158 242 740]
000000011332.jpg,[-29 180 122 820]
000000011340.jpg,[104 240 155 470]
000000011349.jpg,[ 45 131 447 413]
000000011358.jpg,[143 124 250 372]
000000011401.jpg,[133  31 241 301]
000000011402.jpg,[0 0 0 0]
000000011411.jpg,[342 154 482 656]
000000011426.jpg,[0 0 0 0]
000000011449.jpg,[ 88  42 416 857]
000000011461.jpg,[0 0 0 0]
000000011487.jpg,[0 0 0 0]
000000011494.jpg,[0 0 0 0]
000000011497.jpg,[196 162 283 487]
000000011538.jpg,[0 0 0 0]
000000011544.jpg,[0 0 0 0]
000000011567.jpg,[192  10 334 551]
000000011569.jpg,[0 0 0 0]
000000011570.jpg,[0 0 0 0]
000000011576.jpg,[0 0 0 0]
000000011579.jpg,[230 188 344 355]
000000011591.jpg,[0 0 0 0]
000000011613.jpg,[ 67  98 227 485]
000000013198.jpg,[0 0 0 0]
000000013202.jpg,[294 287 416 459]
000000013220.jpg,[105  75 272 483]
000000013230.jpg,[246 339 384 547]
000000013232.jpg,[0 0 0 0]
000000013249.jpg,[0 0 0 0]
000000013258.jpg,[166 194 214 452]
000000013267.jpg,[193  20 298 522]
000000013274.jpg,[0 0 0 0]
000000013278.jpg,[140  41 326 395]
000000013283.jpg,[190 195 300 545]
000000013285.jpg,[0 0 0 0]
000000013290.jpg,[318 256 348 383]
000000013292.jpg,[240 219 384 614]
000000013296.jpg,[122 111 202 508]
000000013302.jpg,[0 0 0 0]
000000013318.jpg,[-78 166  53 545]
000000013325.jpg,[0 0 0 0]
000000013332.jpg,[ -56  399  215 1033]
000000013355.jpg,[0 0 0 0]
000000013357.jpg,[436 184 483 388]
000000013362.jpg,[ 58 206 219 424]
000000014167.jpg,[165 104 362 399]
000000014175.jpg,[431 244 506 489]
000000014180.jpg,[118 157 490 529]
000000014203.jpg,[ 99 235 488 468]
000000014209.jpg,[0 0 0 0]
000000014219.jpg,[359 236 412 569]
000000014230.jpg,[0 0 0 0]
000000014238.jpg,[ -28  103  351 1228]
000000014244.jpg,[166 -11 347 276]
000000014252.jpg,[ 10  22 423 540]
000000014253.jpg,[246  51 521 567]
000000014257.jpg,[ 95 204 162 554]
000000014261.jpg,[  -6  172  562 1657]
000000014265.jpg,[ 75 362 168 549]
000000014269.jpg,[0 0 0 0]
000000014278.jpg,[0 0 0 0]
000000014281.jpg,[ 84 202 479 682]
000000014283.jpg,[175  83 277 509]
000000014290.jpg,[0 0 0 0]
000000014307.jpg,[0 0 0 0]
000000014312.jpg,[0 0 0 0]
000000014321.jpg,[0 0 0 0]
000000014337.jpg,[0 0 0 0]
000000014357.jpg,[0 0 0 0]
000000014359.jpg,[229 194 360 532]
000000014367.jpg,[ 50  45 161 387]
000000014375.jpg,[0 0 0 0]
000000014388.jpg,[ 56 192 160 563]
000000018885.jpg,[0 0 0 0]
000000018896.jpg,[164  83 475 531]
000000018908.jpg,[0 0 0 0]
000000018928.jpg,[ 88 212 340 904]
000000018930.jpg,[0 0 0 0]
000000018934.jpg,[ 42 143 416 419]
000000018935.jpg,[0 0 0 0]
000000018942.jpg,[324 135 581 622]
000000018956.jpg,[-14 128 221 428]
000000018957.jpg,[112 281 257 812]
000000018982.jpg,[  54  187  531 1475]
000000018994.jpg,[112  85 286 801]
000000019002.jpg,[297 236 451 634]
000000019025.jpg,[0 0 0 0]
000000019032.jpg,[297 220 487 880]
000000019036.jpg,[-64 115 152 969]
000000019079.jpg,[-26   4  58 297]
000000019090.jpg,[  79  147  467 1039]
000000019096.jpg,[ 99 162 183 372]
000000019123.jpg,[253  83 411 472]
000000019129.jpg,[255 164 405 460]
000000019132.jpg,[0 0 0 0]
000000019134.jpg,[186 124 447 468]
000000019142.jpg,[0 0 0 0]
000000019157.jpg,[0 0 0 0]
000000019176.jpg,[0 0 0 0]
000000019182.jpg,[ 137  175  493 1493]
000000019193.jpg,[0 0 0 0]
000000019198.jpg,[0 0 0 0]
000000019236.jpg,[329 253 429 542]
000000019240.jpg,[0 0 0 0]
000000022529.jpg,[0 0 0 0]
000000022536.jpg,[179 156 331 659]
000000022575.jpg,[289 105 383 477]
000000022593.jpg,[319 -32 526 172]
000000022612.jpg,[0 0 0 0]
000000022624.jpg,[ 70 157 288 462]
000000022626.jpg,[0 0 0 0]
000000022628.jpg,[0 0 0 0]
000000022646.jpg,[251  79 342 476]
000000022650.jpg,[ 90 263 316 923]
000000022652.jpg,[0 0 0 0]
000000022656.jpg,[222  71 374 545]
000000022675.jpg,[256  92 393 485]
000000022680.jpg,[  78  209  352 1046]
000000022683.jpg,[0 0 0 0]
000000022689.jpg,[218 159 286 395]
000000022690.jpg,[0 0 0 0]
000000022691.jpg,[ 258  218  804 2035]
000000022696.jpg,[ 47 122 318 889]
000000024026.jpg,[272 124 499 634]
000000024030.jpg,[154 112 249 476]
000000024032.jpg,[0 0 0 0]
000000024038.jpg,[  7  63 425 531]
000000024040.jpg,[201  82 347 389]
000000024061.jpg,[0 0 0 0]
000000024073.jpg,[0 0 0 0]
000000024081.jpg,[ 88  54 283 608]
000000024086.jpg,[287 213 471 745]
000000024097.jpg,[  6 292  70 466]
000000024100.jpg,[ 59  39 227 269]
000000024103.jpg,[ 98  41 377 493]
000000024105.jpg,[ -1  70 133 328]
000000024106.jpg,[0 0 0 0]
000000024107.jpg,[ 89 290 220 419]
000000024112.jpg,[117 153 301 620]
000000024132.jpg,[0 0 0 0]
000000024133.jpg,[266 345 343 491]
000000024150.jpg,[0 0 0 0]
000000024157.jpg,[0 0 0 0]
000000024159.jpg,[ 11  32 363 828]
000000024169.jpg,[ 54  84 137 420]
000000024175.jpg,[ 137  124  460 1056]
000000024215.jpg,[228 129 308 332]
000000024239.jpg,[0 0 0 0]
000000024242.jpg,[ 72  83 219 314]
000000024247.jpg,[205  -4 383 281]
000000024257.jpg,[0 0 0 0]
000000024259.jpg,[329 197 392 382]
000000024260.jpg,[382  52 483 360]
000000024285.jpg,[0 0 0 0]
000000025685.jpg,[0 0 0 0]
000000025710.jpg,[-171  224  554 2262]
000000025722.jpg,[0 0 0 0]
000000025729.jpg,[ -70  161  483 1222]
000000025746.jpg,[235 130 298 356]
000000025755.jpg,[109 119 456 531]
000000025758.jpg,[ 194  121 1290  517]
000000025759.jpg,[0 0 0 0]
000000025777.jpg,[175 110 373 543]
000000025784.jpg,[0 0 0 0]
000000025799.jpg,[-50 203  31 413]
000000025801.jpg,[ 36  19 376 428]
000000025804.jpg,[0 0 0 0]
000000025807.jpg,[ 157  353 1663  799]
000000025812.jpg,[0 0 0 0]
000000025833.jpg,[466 262 550 440]
000000025846.jpg,[0 0 0 0]
000000026427.jpg,[131 200 359 465]
000000026430.jpg,[228 246 284 454]
000000026432.jpg,[0 0 0 0]
000000026438.jpg,[472  60 552 502]
000000026443.jpg,[189 123 347 302]
000000026448.jpg,[0 0 0 0]
000000026466.jpg,[246 373 361 571]
000000026468.jpg,[-41 157 136 345]
000000026483.jpg,[0 0 0 0]
000000026484.jpg,[  69   35  559 1194]
000000026488.jpg,[205 143 362 484]
000000026498.jpg,[212 171 466 454]
000000026504.jpg,[-20  78 198 895]
000000026506.jpg,[0 0 0 0]
000000026507.jpg,[174  96 377 597]
000000026512.jpg,[231 177 434 456]
000000026529.jpg,[0 0 0 0]
000000026534.jpg,[239 246 337 696]
000000026536.jpg,[269  59 487 410]
000000026537.jpg,[128  51 329 453]
000000026552.jpg,[222 126 342 369]
000000026560.jpg,[108 143 238 398]
000000026570.jpg,[224 178 318 447]
000000027227.jpg,[0 0 0 0]
000000027237.jpg,[371 284 479 584]
000000027241.jpg,[228 133 352 424]
000000027252.jpg,[264 268 354 355]
000000027267.jpg,[ 114   87  463 1170]
000000027282.jpg,[ -11  183  477 1565]
000000027299.jpg,[374 133 488 717]
000000027302.jpg,[243  15 415 558]
000000027307.jpg,[290   2 409 536]
000000027319.jpg,[0 0 0 0]
000000027330.jpg,[153 417 297 605]
000000027334.jpg,[0 0 0 0]
000000027345.jpg,[0 0 0 0]
000000027348.jpg,[0 0 0 0]
000000027364.jpg,[301  53 442 539]
000000027365.jpg,[-28 297 134 506]
000000027371.jpg,[370  59 403 176]
000000027374.jpg,[342  37 405 231]
000000027389.jpg,[148  80 318 510]
000000027394.jpg,[0 0 0 0]
000000027395.jpg,[298 165 397 383]
000000027412.jpg,[0 0 0 0]
000000027417.jpg,[151 103 387 658]
000000027424.jpg,[164 172 254 594]
000000028855.jpg,[323  12 497 535]
000000028858.jpg,[0 0 0 0]
000000028868.jpg,[0 0 0 0]
000000028872.jpg,[0 0 0 0]
000000028875.jpg,[272 224 411 394]
000000028878.jpg,[0 0 0 0]
000000028881.jpg,[179 143 348 498]
000000028885.jpg,[220 347 322 652]
000000028887.jpg,[0 0 0 0]
000000028889.jpg,[280  51 385 628]
000000028924.jpg,[132  96 324 520]
000000028952.jpg,[0 0 0 0]
000000028953.jpg,[-14 132  72 339]
000000028955.jpg,[227 109 440 442]
000000028961.jpg,[0 0 0 0]
000000028994.jpg,[248 102 348 255]
000000028998.jpg,[0 0 0 0]
000000029014.jpg,[0 0 0 0]
000000029020.jpg,[0 0 0 0]
000000029030.jpg,[251 157 468 952]
000000029041.jpg,[236 132 327 435]
000000029045.jpg,[105 307 284 449]
000000029059.jpg,[  86  141  423 1594]
000000029075.jpg,[0 0 0 0]
000000029080.jpg,[123 268 198 516]
000000029096.jpg,[0 0 0 0]
000000029104.jpg,[ 76  82 381 624]
000000029114.jpg,[0 0 0 0]
000000029116.jpg,[175  77 487 276]
000000029136.jpg,[ 80   3 491 711]
000000029138.jpg,[175  77 265 486]
000000032533.jpg,[326 201 426 458]
000000032538.jpg,[111  19 490 648]
000000032544.jpg,[  12  117  277 1005]
000000032549.jpg,[0 0 0 0]
000000032562.jpg,[351  85 496 300]
000000032574.jpg,[0 0 0 0]
000000032575.jpg,[274 141 351 390]
000000032577.jpg,[ 50 128 177 404]
000000032578.jpg,[-1231   -50   181   307]
000000032579.jpg,[235 100 310 450]
000000032598.jpg,[0 0 0 0]
000000032606.jpg,[0 0 0 0]
000000032607.jpg,[153   6 322 409]
000000032609.jpg,[0 0 0 0]
000000032611.jpg,[298 155 488 521]
000000032626.jpg,[290  -3 476 593]
000000032627.jpg,[115 204 240 469]
000000032645.jpg,[-28 137 189 443]
000000032664.jpg,[0 0 0 0]
000000032668.jpg,[0 0 0 0]
000000032673.jpg,[0 0 0 0]
000000032674.jpg,[ 55  50 254 584]
000000032675.jpg,[ 19  96 185 574]
000000032678.jpg,[ 18 320  70 479]
000000032679.jpg,[-33 140 568 893]
000000032689.jpg,[ 62 194 350 472]
000000032700.jpg,[362 135 444 483]
000000032707.jpg,[ 69 206 240 340]
000000032708.jpg,[ 81 107 435 479]
000000034212.jpg,[136 166 259 514]
000000034214.jpg,[136   7 283 155]
000000034221.jpg,[0 0 0 0]
000000034222.jpg,[266 247 373 480]
000000034223.jpg,[431  -2 570 415]
000000034234.jpg,[102  84 299 522]
000000034246.jpg,[ 10 239  61 430]
000000034267.jpg,[0 0 0 0]
000000034283.jpg,[0 0 0 0]
000000034285.jpg,[274 382 497 508]
000000034299.jpg,[ 66 240 280 470]
000000034333.jpg,[115 113 459 569]
000000034340.jpg,[-117  122  152  865]
000000034354.jpg,[0 0 0 0]
000000034356.jpg,[196  41 362 576]
000000034372.jpg,[232 183 323 382]
000000034377.jpg,[  83  243  509 1699]
000000034378.jpg,[259 230 358 575]
000000034381.jpg,[0 0 0 0]
000000034404.jpg,[335 268 518 481]
000000034409.jpg,[227 126 262 426]
000000034412.jpg,[108  30 253 489]
000000034428.jpg,[ 60 147 302 414]
000000034430.jpg,[209 104 338 478]
000000034431.jpg,[0 0 0 0]
000000035844.jpg,[0 0 0 0]
000000035880.jpg,[418 144 511 496]
000000035884.jpg,[0 0 0 0]
000000035891.jpg,[372 283 434 501]
000000035935.jpg,[179  50 344 373]
000000035945.jpg,[0 0 0 0]
000000035948.jpg,[ 82  22 258 542]
000000035964.jpg,[-47 130 151 470]
000000035966.jpg,[0 0 0 0]
000000035971.jpg,[154 156 206 381]
000000035974.jpg,[224 163 351 481]
000000035985.jpg,[-14 124  55 398]
000000035995.jpg,[141 147 300 464]
000000036006.jpg,[149 226 210 444]
000000036012.jpg,[0 0 0 0]
000000036017.jpg,[0 0 0 0]
000000036023.jpg,[233  61 346 369]
000000036028.jpg,[0 0 0 0]
000000036029.jpg,[0 0 0 0]
000000036032.jpg,[0 0 0 0]
000000036034.jpg,[0 0 0 0]
000000036041.jpg,[367 128 490 454]
000000036046.jpg,[0 0 0 0]
000000036048.jpg,[-38 124 361 575]
000000036049.jpg,[169 188 205 426]
000000036051.jpg,[156  18 511 871]
000000036057.jpg,[0 0 0 0]
000000036077.jpg,[-13 197 251 431]
000000036086.jpg,[243  59 462 451]
000000036098.jpg,[0 0 0 0]
000000036101.jpg,[172 103 304 554]
000000036113.jpg,[ 57  18 226 530]
000000036123.jpg,[0 0 0 0]
000000036548.jpg,[0 0 0 0]
000000036557.jpg,[0 0 0 0]
000000036561.jpg,[414 179 503 524]
000000036563.jpg,[ 28 107 187 551]
000000036569.jpg,[  -80 -1016   573   518]
000000036598.jpg,[392 105 450 479]
000000036606.jpg,[108 210 236 518]
000000036607.jpg,[-185  -54  241 1300]
000000036614.jpg,[417 -14 495  79]
000000036653.jpg,[240  13 470 480]
000000036658.jpg,[ 37  42 229 607]
000000036663.jpg,[  7 283 301 494]
000000036732.jpg,[ -5 126 312 688]
000000036736.jpg,[ 14 440  66 726]
000000036748.jpg,[364 139 520 487]
000000036758.jpg,[0 0 0 0]
000000036761.jpg,[0 0 0 0]
000000036765.jpg,[0 0 0 0]
000000036768.jpg,[0 0 0 0]
000000036773.jpg,[394  98 461 301]
000000036783.jpg,[0 0 0 0]
000000036797.jpg,[0 0 0 0]
000000036810.jpg,[264 142 353 326]
000000036811.jpg,[0 0 0 0]
000000034993.jpg,[195 145 391 737]
000000035148.jpg,[0 0 0 0]
000000035358.jpg,[ 76 183 369 474]
000000035558.jpg,[117  42 374 465]
000000035843.jpg,[0 0 0 0]
000000036149.jpg,[-17 161  94 382]
000000036322.jpg,[ 77 152 448 894]
000000036547.jpg,[291 119 345 361]
000000036816.jpg,[276 186 428 469]
000000037030.jpg,[ 90  71 453 976]
000000037282.jpg,[158  38 264 491]
000000037552.jpg,[ 110  356  537 1448]
000000037702.jpg,[0 0 0 0]
000000037905.jpg,[189  66 298 295]
000000038155.jpg,[422 117 488 366]
000000038431.jpg,[-16 109 270 520]
000000038682.jpg,[  49  386  337 1327]
000000038850.jpg,[ 71  53 326 352]
000000039113.jpg,[210  87 265 352]
000000039301.jpg,[293 298 384 424]
000000039542.jpg,[469 375 523 522]
000000039671.jpg,[0 0 0 0]
000000039860.jpg,[0 0 0 0]
000000040103.jpg,[0 0 0 0]
000000040298.jpg,[166  26 280 501]
000000040468.jpg,[332 100 450 226]
000000040779.jpg,[0 0 0 0]
000000040987.jpg,[ 43 122 121 355]
000000041212.jpg,[149 127 487 488]
000000006562.jpg,[ 62 313 138 521]
000000013783.jpg,[ 51  59 449 402]
000000020276.jpg,[133 130 313 361]
000000026053.jpg,[203 176 348 463]
000000030238.jpg,[322 135 445 471]
000000034691.jpg,[0 0 0 0]
000000041453.jpg,[0 0 0 0]
000000045007.jpg,[180 101 274 258]
000000038693.jpg,[ 78 144 436 915]
000000038709.jpg,[361 278 459 561]
000000038714.jpg,[0 0 0 0]
000000038718.jpg,[184 170 330 423]
000000038721.jpg,[ 122  110  519 1610]
000000038722.jpg,[ 74 142 191 484]
000000038726.jpg,[ 18  53 237 700]
000000038745.jpg,[336 209 428 616]
000000038747.jpg,[0 0 0 0]
000000038748.jpg,[  13  176  315 1252]
000000038751.jpg,[0 0 0 0]
000000038752.jpg,[0 0 0 0]
000000038753.jpg,[ 71  84 332 872]
000000038756.jpg,[0 0 0 0]
000000038786.jpg,[198  81 266 277]
000000038798.jpg,[0 0 0 0]
000000038808.jpg,[0 0 0 0]
000000038817.jpg,[491 385 528 555]
000000038828.jpg,[0 0 0 0]
000000038840.jpg,[161 168 356 533]
000000038845.jpg,[ 75  71 399 911]
000000039548.jpg,[129 119 268 497]
000000039556.jpg,[0 0 0 0]
000000039570.jpg,[-210  145  363  492]
000000039580.jpg,[0 0 0 0]
000000039592.jpg,[428 -14 537 230]
000000039606.jpg,[169  68 354 323]
000000039617.jpg,[ 39 224  76 449]
000000039619.jpg,[0 0 0 0]
000000039629.jpg,[261  49 484 519]
000000039630.jpg,[  39  130  286 1013]
000000039632.jpg,[0 0 0 0]
000000039643.jpg,[0 0 0 0]
000000039654.jpg,[183  88 328 636]
000000039656.jpg,[0 0 0 0]
000000039659.jpg,[0 0 0 0]
000000039664.jpg,[300  56 517 449]
000000040783.jpg,[0 0 0 0]
000000040795.jpg,[0 0 0 0]
000000040813.jpg,[255 265 400 356]
000000040821.jpg,[0 0 0 0]
000000040830.jpg,[286  77 469 558]
000000040839.jpg,[185 319 243 559]
000000040844.jpg,[0 0 0 0]
000000040846.jpg,[ 97  15 201 472]
000000040855.jpg,[171  87 427 507]
000000040874.jpg,[213 109 397 733]
000000040886.jpg,[164  29 413 478]
000000040891.jpg,[0 0 0 0]
000000040894.jpg,[0 0 0 0]
000000040901.jpg,[-55 110  82 441]
000000040905.jpg,[  30  182  464 1350]
000000040906.jpg,[221 241 373 796]
000000040910.jpg,[240 208 304 327]
000000040911.jpg,[270 196 434 546]
000000040912.jpg,[0 0 0 0]
000000040923.jpg,[0 0 0 0]
000000040924.jpg,[0 0 0 0]
000000040938.jpg,[191 216 304 420]
000000040940.jpg,[0 0 0 0]
000000040948.jpg,[373  24 476 485]
000000040954.jpg,[  8  75 382 510]
000000040957.jpg,[385 135 565 880]
000000040961.jpg,[0 0 0 0]
000000040986.jpg,[0 0 0 0]
000000041818.jpg,[320 167 601 913]
000000041826.jpg,[0 0 0 0]
000000041831.jpg,[161 183 312 552]
000000041840.jpg,[-13  74 318 898]
000000041854.jpg,[0 0 0 0]
000000041859.jpg,[0 0 0 0]
000000041875.jpg,[ -14  135  381 1255]
000000041887.jpg,[0 0 0 0]
000000041890.jpg,[ 18 132 146 573]
000000041895.jpg,[214 133 508 749]
000000041899.jpg,[274 102 441 473]
000000041918.jpg,[295 277 317 428]
000000041920.jpg,[277 151 489 333]
000000041940.jpg,[0 0 0 0]
000000041950.jpg,[164 272 285 430]
000000041959.jpg,[0 0 0 0]
000000041962.jpg,[105  73 315 431]
000000042804.jpg,[0 0 0 0]
000000042805.jpg,[0 0 0 0]
000000042808.jpg,[154 169 389 421]
000000042810.jpg,[253 206 280 411]
000000042818.jpg,[425 254 481 522]
000000042819.jpg,[0 0 0 0]
000000042820.jpg,[184 235 336 513]
000000042834.jpg,[ -8  34 413 393]
000000042837.jpg,[215 134 302 302]
000000042849.jpg,[0 0 0 0]
000000042855.jpg,[413 222 482 506]
000000042858.jpg,[0 0 0 0]
000000042860.jpg,[0 0 0 0]
000000042861.jpg,[0 0 0 0]
000000042862.jpg,[ 88 114 270 495]
000000042867.jpg,[0 0 0 0]
000000042921.jpg,[ 14 -47  99 291]
000000042944.jpg,[215  80 291 206]
000000045687.jpg,[0 0 0 0]
000000045729.jpg,[0 0 0 0]
000000045741.jpg,[223  56 468 664]
000000045750.jpg,[ 59 430  85 530]
000000045770.jpg,[ 18 187 195 417]
000000045785.jpg,[0 0 0 0]
000000045792.jpg,[201 120 403 510]
000000045809.jpg,[0 0 0 0]
000000045829.jpg,[320 162 412 512]
000000045835.jpg,[309 193 490 744]
000000045840.jpg,[258 121 339 444]
000000045842.jpg,[ 115 -101  530  794]
000000045844.jpg,[ -3 261  44 456]
000000045854.jpg,[289 134 452 650]
000000045859.jpg,[ 95 164 396 910]
000000045864.jpg,[446 152 515 404]
000000045885.jpg,[ 39  91 173 636]
000000045920.jpg,[289 310 397 493]
000000045922.jpg,[ 76  34 291 711]
000000045923.jpg,[186 128 267 287]
000000045926.jpg,[0 0 0 0]
000000045942.jpg,[128 118 388 459]
000000045946.jpg,[ 62 153 245 652]
000000045949.jpg,[0 0 0 0]
000000045954.jpg,[0 0 0 0]
000000045976.jpg,[  61    2  500 1168]
000000045989.jpg,[-416   80  506 2747]
000000045994.jpg,[226 191 301 340]
000000046003.jpg,[0 0 0 0]
000000046013.jpg,[ 75  26 438 515]
000000049048.jpg,[158 115 283 404]
000000049053.jpg,[0 0 0 0]
000000049065.jpg,[147  42 341 427]
000000049068.jpg,[ 40  11 258 464]
000000049069.jpg,[114  55 372 300]
000000049079.jpg,[0 0 0 0]
000000049080.jpg,[0 0 0 0]
000000049092.jpg,[0 0 0 0]
000000049095.jpg,[ -67   93  476 1571]
000000049096.jpg,[304 246 523 696]
000000049097.jpg,[0 0 0 0]
000000049120.jpg,[399  76 540 452]
000000049123.jpg,[ 67 305 248 530]
000000049128.jpg,[191  89 473 533]
000000049135.jpg,[0 0 0 0]
000000049143.jpg,[133  35 330 403]
000000049348.jpg,[ 57 139 148 340]
000000049357.jpg,[0 0 0 0]
000000049363.jpg,[122 142 183 393]
000000049371.jpg,[221  47 363 332]
000000049378.jpg,[ 22  41 126 450]
000000049382.jpg,[140 -11 275 167]
000000049384.jpg,[379 335 433 491]
000000049402.jpg,[288 271 414 390]
000000049408.jpg,[405 134 507 483]
000000049424.jpg,[ 29 209 159 443]
000000049429.jpg,[106  71 396 491]
000000049444.jpg,[245 147 380 538]
000000049450.jpg,[165 231 269 464]
000000049458.jpg,[ 89 101 262 629]
000000049460.jpg,[0 0 0 0]
000000049478.jpg,[205  20 324 526]
000000049502.jpg,[193 235 244 310]
000000049508.jpg,[169  16 260 501]
000000049522.jpg,[ 20  76 308 605]
000000049559.jpg,[0 0 0 0]
000000049581.jpg,[0 0 0 0]
000000049586.jpg,[320 108 439 358]
000000049592.jpg,[ 14 209  72 478]
000000049602.jpg,[0 0 0 0]
000000049603.jpg,[325 141 410 456]
000000049643.jpg,[0 0 0 0]
000000049648.jpg,[ 53  88 423 474]
000000049660.jpg,[ 89 146 349 480]
000000049662.jpg,[ 77 181 219 461]
000000000836.jpg,[0 0 0 0]
000000000839.jpg,[243  43 480 457]
000000000882.jpg,[109  79 380 931]
000000000897.jpg,[229 233 398 479]
000000000901.jpg,[0 0 0 0]
000000000913.jpg,[0 0 0 0]
000000000925.jpg,[0 0 0 0]
000000000927.jpg,[295  36 405 486]
000000000934.jpg,[0 0 0 0]
000000000943.jpg,[0 0 0 0]
000000000960.jpg,[  35   53  432 1040]
000000000962.jpg,[ 42 129 466 532]
000000000965.jpg,[0 0 0 0]
000000000969.jpg,[100 255 288 715]
000000000974.jpg,[261  25 406 205]
000000000985.jpg,[0 0 0 0]
000000000999.jpg,[0 0 0 0]
000000001006.jpg,[121  44 373 487]
000000001011.jpg,[0 0 0 0]
000000001014.jpg,[189 224 340 643]
000000001053.jpg,[0 0 0 0]
000000001089.jpg,[  58  157  419 1277]
000000001098.jpg,[  4  32 293 392]
000000001102.jpg,[208 326 253 371]
000000001107.jpg,[0 0 0 0]
000000001108.jpg,[286  59 464 278]
000000001144.jpg,[0 0 0 0]
000000001145.jpg,[ 31 116 184 650]
000000001146.jpg,[-127   25  333 1522]
000000001149.jpg,[326  46 409 430]
000000001164.jpg,[0 0 0 0]
000000001176.jpg,[234 217 289 320]
000000001180.jpg,[0 0 0 0]
000000001790.jpg,[0 0 0 0]
000000001799.jpg,[0 0 0 0]
000000001804.jpg,[  62  169  472 1613]
000000001811.jpg,[206  -7 435 248]
000000001815.jpg,[ -2  55 434 953]
000000001837.jpg,[ 43 158 117 435]
000000001841.jpg,[ -60  147  750 2020]
000000001864.jpg,[0 0 0 0]
000000001875.jpg,[136  81 332 518]
000000001895.jpg,[0 0 0 0]
000000001900.jpg,[0 0 0 0]
000000001911.jpg,[346 236 434 381]
000000001915.jpg,[-104   52  154  617]
000000001924.jpg,[0 0 0 0]
000000001941.jpg,[0 0 0 0]
000000001943.jpg,[ 13  99 118 493]
000000001947.jpg,[0 0 0 0]
000000001948.jpg,[193  72 471 505]
000000001955.jpg,[111 388 232 574]
000000001958.jpg,[311 215 475 477]
000000001960.jpg,[0 0 0 0]
000000001966.jpg,[ 77  87 258 491]
000000001987.jpg,[208  54 284 290]
000000001994.jpg,[0 0 0 0]
000000002001.jpg,[ 90 146 270 520]
000000002007.jpg,[303 130 398 501]
000000002014.jpg,[228 209 349 403]
000000002055.jpg,[  12   85  490 1348]
000000002056.jpg,[183  13 285 445]
000000002072.jpg,[318 101 409 496]
000000002525.jpg,[226  60 406 649]
000000002536.jpg,[0 0 0 0]
000000002543.jpg,[327 171 455 498]
000000002555.jpg,[0 0 0 0]
000000002560.jpg,[ 79 257 234 499]
000000002562.jpg,[246   8 482 597]
000000002563.jpg,[0 0 0 0]
000000002567.jpg,[ 99  91 281 353]
000000002575.jpg,[289 210 422 542]
000000002583.jpg,[ 93  41 551 396]
000000002585.jpg,[ 75  77 293 527]
000000002602.jpg,[120  46 382 503]
000000002613.jpg,[438  80 537 252]
000000002614.jpg,[300 169 402 413]
000000002639.jpg,[0 0 0 0]
000000002644.jpg,[0 0 0 0]
000000002658.jpg,[-27  79 127 539]
000000002664.jpg,[0 0 0 0]
000000002672.jpg,[0 0 0 0]
000000002686.jpg,[203 -15 317 149]
000000002687.jpg,[ 95 386 182 447]
000000002691.jpg,[0 0 0 0]
000000004187.jpg,[ 74  56 459 756]
000000004201.jpg,[0 0 0 0]
000000004211.jpg,[ 83 136 165 304]
000000004219.jpg,[168 177 288 412]
000000004227.jpg,[172 128 369 527]
000000004239.jpg,[ 77  28 224 220]
000000004243.jpg,[125 156 264 525]
000000004244.jpg,[0 0 0 0]
000000004246.jpg,[395 272 544 503]
000000004259.jpg,[0 0 0 0]
000000004266.jpg,[280  52 385 315]
000000004275.jpg,[135 120 462 471]
000000004286.jpg,[456 371 504 524]
000000004289.jpg,[ 67 149 171 251]
